customer_id,company_name,industry,signup_date,country,employee_count,status
385,Campbell LLC,SaaS,2024-05-22,Holy See (Vatican City State),50,inactive
386,"Nelson, Hernandez and Ruiz",E-commerce,2024-07-26,Sierra Leone,500,inactive
387,Dean-Cohen,SaaS,2025-07-26,Bouvet Island (Bouvetoya),100,active
388,Phillips-Meyer,E-commerce,2024-08-26,Tokelau,500,active
389,Hodges-Gordon,E-commerce,2024-11-20,Peru,5,active
390,Barrett-Diaz,SaaS,2024-10-07,Jamaica,50,active
391,Baker-Gonzalez,Healthtech,2024-05-24,Vanuatu,50,active
392,Graham Inc,E-commerce,2025-09-18,Namibia,500,inactive
393,Rivera-Brown,EdTech,2024-08-29,Austria,50,inactive
394,"Gamble, Smith and Martin",Healthtech,2026-02-06,Saint Vincent and the Grenadines,500,inactive
395,"Green, Love and Carney",SaaS,2025-11-25,British Indian Ocean Territory (Chagos Archipelago),250,active
396,Cabrera PLC,E-commerce,2025-01-24,Turkey,10,active
397,Goodwin-Smith,Healthtech,2024-11-25,Saudi Arabia,500,active
398,Farmer and Sons,Fintech,2025-04-30,Mongolia,50,active
399,"Ray, Garza and King",Healthtech,2025-04-28,Tajikistan,5,active
400,Hines-Miller,EdTech,2024-08-04,Northern Mariana Islands,5,active
401,West-Ingram,E-commerce,2024-05-18,Croatia,20,inactive
402,Dominguez Inc,E-commerce,2025-03-13,Mali,10,inactive
403,Martin PLC,E-commerce,2026-02-14,Vanuatu,100,active
404,"Thompson, Mendoza and Mitchell",E-commerce,2024-09-25,Kazakhstan,10,active
405,"Schneider, Leon and Morgan",Fintech,2026-03-02,Costa Rica,10,inactive
406,Copeland and Sons,Healthtech,2024-09-06,Azerbaijan,5,active
407,"Green, Smith and Gregory",SaaS,2024-06-06,Cayman Islands,500,active
408,Carson Ltd,Fintech,2025-12-30,Uruguay,250,active
409,Wilson Inc,EdTech,2025-12-07,Benin,5,active
410,Singh and Sons,SaaS,2025-10-24,Uganda,5,active
411,Rivas-Soto,Healthtech,2024-04-14,British Virgin Islands,100,active
412,Bailey-Russell,SaaS,2024-03-10,United States Virgin Islands,5,inactive
413,"Brown, Stafford and Ramirez",Healthtech,2025-05-28,Northern Mariana Islands,50,inactive
414,Hunter Group,E-commerce,2025-04-15,Czech Republic,50,active
415,"Watkins, Thompson and Stephens",E-commerce,2025-07-04,Moldova,10,inactive
416,White-Hicks,EdTech,2024-10-28,Norfolk Island,10,inactive
417,"Lopez, Byrd and Sims",Healthtech,2025-08-08,Croatia,250,active
418,Moses-Prince,EdTech,2025-12-29,Haiti,500,active
419,Ward-Berg,Fintech,2025-07-19,Wallis and Futuna,20,active
420,Hanson Ltd,Healthtech,2024-12-06,Bahrain,500,inactive
421,Gutierrez Group,EdTech,2024-06-21,Cyprus,10,inactive
422,"Sanchez, Andrews and Steele",SaaS,2024-04-06,Ethiopia,250,inactive
423,Perez-Brown,Healthtech,2024-08-18,Bulgaria,500,active
424,"Jones, Hoffman and Watts",Fintech,2024-10-09,Malawi,100,active
425,Robbins Inc,Fintech,2025-04-07,Ukraine,10,inactive
426,Wilcox-Evans,Fintech,2025-11-27,Falkland Islands (Malvinas),250,active
427,Campbell-Steele,EdTech,2025-04-10,Japan,20,active
428,Barrett Group,Fintech,2025-03-28,Faroe Islands,50,active
429,Case PLC,EdTech,2024-04-07,Russian Federation,10,active
430,"Jackson, Hill and Smith",E-commerce,2025-11-27,Cayman Islands,10,active
431,"Stewart, Brennan and Holland",Fintech,2025-12-19,Latvia,500,active
432,Watkins-Wilson,Healthtech,2026-02-01,Azerbaijan,5,inactive
433,"Mcgee, Harris and Terrell",Healthtech,2025-09-27,Tokelau,500,active
434,Vaughn Group,Healthtech,2025-11-05,Libyan Arab Jamahiriya,5,inactive
435,Rodriguez-Bass,EdTech,2024-06-03,United Arab Emirates,10,active
436,Cole-Munoz,Healthtech,2025-02-19,Montserrat,5,active
437,"Johnson, Davis and Huff",Healthtech,2025-08-01,Azerbaijan,250,inactive
438,Fitzgerald-Lopez,E-commerce,2025-02-21,Nicaragua,250,active
439,Jackson-Barnes,Healthtech,2024-04-01,Belize,10,active
440,"Joseph, Long and Sexton",Fintech,2026-01-21,Malaysia,50,active
441,"Sherman, Briggs and Stuart",Healthtech,2024-09-13,Micronesia,50,active
442,"Johnson, Saunders and Smith",E-commerce,2025-07-01,Saint Vincent and the Grenadines,10,active
443,Brown Inc,E-commerce,2025-04-17,Peru,500,active
444,"Nielsen, Herring and Hunt",E-commerce,2025-10-27,Saint Martin,5,active
445,"Martin, Aguirre and Harris",EdTech,2025-07-13,Northern Mariana Islands,20,active
446,Hernandez-Johnson,Healthtech,2024-08-01,French Polynesia,100,active
447,Gutierrez and Sons,E-commerce,2024-09-27,Albania,100,active
448,Williamson Inc,Healthtech,2025-02-02,Equatorial Guinea,250,inactive
449,Ortega Group,E-commerce,2025-01-21,Central African Republic,500,active
450,"Medina, Browning and Smith",Healthtech,2024-08-23,Tajikistan,250,inactive
451,Olson-Browning,Fintech,2025-06-25,Guadeloupe,5,active
452,Mcconnell-Johnson,SaaS,2024-05-23,Libyan Arab Jamahiriya,100,active
453,"Smith, Dawson and Pollard",EdTech,2025-01-04,New Caledonia,20,inactive
454,Cooper-Allen,EdTech,2025-11-04,China,250,active
455,"Smith, Day and Conway",Healthtech,2024-12-28,Germany,50,active
456,Gutierrez PLC,Fintech,2024-10-02,Saint Lucia,5,inactive
457,Lopez PLC,E-commerce,2025-01-02,Switzerland,50,active
458,Garcia-Roberts,EdTech,2025-09-25,Kazakhstan,100,inactive
459,Morris PLC,Healthtech,2024-12-05,Djibouti,5,active
460,Johnson-Thompson,E-commerce,2025-07-20,Burundi,5,active
461,Holmes Group,EdTech,2026-02-02,Bahamas,100,active
462,White-Mcdonald,Healthtech,2024-11-19,Andorra,500,active
463,Leonard-Anderson,Healthtech,2024-05-19,Tonga,5,active
464,"Johnson, Obrien and Brown",E-commerce,2024-05-11,Oman,20,active
465,Park-Howard,EdTech,2024-12-20,Puerto Rico,100,inactive
466,Bennett PLC,SaaS,2024-11-02,Faroe Islands,10,active
467,Walton-Schmidt,E-commerce,2026-01-14,Niger,10,active
468,Yates LLC,Fintech,2024-07-15,Hong Kong,10,active
469,"Ruiz, Wiley and Johnson",Fintech,2024-12-28,Lesotho,10,active
470,Singh-Smith,E-commerce,2025-01-17,Anguilla,10,active
471,Smith Inc,EdTech,2025-09-20,Greenland,500,active
472,"Smith, Gonzalez and Lowery",EdTech,2025-05-02,Guam,10,inactive
473,Klein-Manning,Healthtech,2025-04-29,Pitcairn Islands,5,active
474,Stephens PLC,EdTech,2025-04-30,French Polynesia,250,active
475,Rowe and Sons,EdTech,2025-10-29,China,5,active
476,Brown-Fuentes,EdTech,2024-08-05,Grenada,50,inactive
477,Mendoza Inc,SaaS,2024-04-08,Saudi Arabia,20,active
478,Peterson and Sons,SaaS,2026-01-14,Iceland,5,active
479,Brandt and Sons,SaaS,2025-10-20,Albania,20,inactive
480,Watson Group,EdTech,2025-04-03,El Salvador,5,inactive
481,"Brooks, Buchanan and Brown",SaaS,2025-02-07,Saint Pierre and Miquelon,500,active
482,"Soto, Schmidt and Hunter",SaaS,2024-05-19,Lesotho,50,active
483,"Horn, Andrews and Phillips",EdTech,2025-12-16,Bahrain,250,inactive
484,"Phillips, Morse and Neal",EdTech,2025-06-30,Paraguay,10,active
485,Gonzales PLC,E-commerce,2025-11-20,Morocco,20,inactive
486,Roberts-Hall,SaaS,2025-10-22,Benin,250,active
487,Mitchell-Smith,Healthtech,2026-01-08,Benin,100,active
488,Lee-Robbins,E-commerce,2025-05-20,Barbados,10,inactive
489,Cox PLC,SaaS,2024-09-04,Canada,10,inactive
490,"Steele, Vazquez and Grimes",SaaS,2025-04-01,North Macedonia,500,inactive
491,"Washington, Richardson and Franco",SaaS,2025-05-13,Kiribati,10,active
492,Quinn Ltd,Healthtech,2025-02-14,Bahrain,50,active
493,"Rosario, Reilly and Edwards",E-commerce,2024-03-22,Yemen,5,active
494,"Scott, Daniel and James",EdTech,2026-02-05,Jordan,5,active
495,Green Inc,EdTech,2025-04-26,Cote d'Ivoire,50,active
496,Henson-Young,Healthtech,2024-08-30,India,10,active
497,Norris-Watson,SaaS,2025-03-03,Marshall Islands,20,active
498,"Brown, Martin and Hoffman",Healthtech,2025-08-05,Bermuda,5,active
499,Anderson-Cortez,EdTech,2025-02-15,Jamaica,5,inactive
500,Alexander PLC,Healthtech,2025-09-01,Australia,20,inactive
